timestamp,rejection_stage,rejection_reason,htf_1h_state,htf_4h_state,htf_alignment
2025-10-12T09:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T10:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T11:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T12:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T13:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T14:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T15:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T16:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T17:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T18:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T19:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T20:00:00+00:00,htf,"HTF gate blocked: HTF_NEUTRAL_UNAVAILABLE (4h=NEUTRAL, 1h=BULLISH)",BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T21:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T22:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-12T23:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T00:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T01:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T02:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T03:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T04:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T05:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T06:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T07:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T08:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T09:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T10:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T11:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T12:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T13:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T14:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T15:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T16:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T17:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T18:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T19:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T20:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T21:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T22:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-13T23:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T00:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T01:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T02:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T03:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T04:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T05:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T06:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T07:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T08:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T09:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T10:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T11:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T12:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T13:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T14:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T15:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T16:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T17:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T18:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T19:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T20:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T21:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T22:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-14T23:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T00:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T01:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T02:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T03:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T04:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T05:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T06:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T07:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T08:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T09:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T10:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T11:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T12:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T13:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T14:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T15:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T16:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T17:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T18:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T19:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-15T20:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T21:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T22:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-15T23:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-16T00:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-16T01:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-16T02:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,BEARISH,HTF_CONFLICT
2025-10-16T03:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T04:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T05:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T06:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T07:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T08:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T09:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T10:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T11:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T12:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T13:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T14:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T15:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T16:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T17:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T18:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T19:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T20:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T21:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T22:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-16T23:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T00:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T01:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T02:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T03:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T04:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T05:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T06:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T07:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T08:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T09:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T10:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T11:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T12:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T13:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T14:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T15:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T16:00:00+00:00,bos,BOS_PREFILTER_TREND_BEARISH,BEARISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T17:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T18:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T19:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,NEUTRAL,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T20:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T21:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T22:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-17T23:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T00:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T01:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T02:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T03:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T04:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T05:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T06:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T07:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T08:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T09:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T10:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T11:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T12:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T13:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T14:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T15:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T16:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T17:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T18:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T19:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T20:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T21:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T22:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-18T23:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T00:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T01:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T02:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T03:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T04:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T05:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T06:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T07:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T08:00:00+00:00,bos,BOS_PREFILTER_TREND_BULLISH,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T09:00:00+00:00,higher_low,"HTF gate blocked: HTF_NEUTRAL_UNAVAILABLE (4h=BEARISH, 1h=BULLISH)",BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T10:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T11:00:00+00:00,bos,STICKY_SAME_BOS_SKIP,BULLISH,BEARISH,HTF_NEUTRAL_UNAVAILABLE
2025-10-19T12:00:00+00:00,bos,BOS_PREFILTER_TREND_NEUTRAL,NEUTRAL,BEARISH,HTF_NEUTRAL_UNAVAILABLE
